PINCODE,DISTRICT,statename
690503,Alappuzha,KERALA
690105,Alappuzha,KERALA
690517,Alappuzha,KERALA
690572,Alappuzha,KERALA
690507,Alappuzha,KERALA
690509,Alappuzha,KERALA
690103,Alappuzha,KERALA
690503,Alappuzha,KERALA
690516,Alappuzha,KERALA
690514,Alappuzha,KERALA
690506,Alappuzha,KERALA
690503,Alappuzha,KERALA
690508,Alappuzha,KERALA
690514,Alappuzha,KERALA
690548,Alappuzha,KERALA
690516,Alappuzha,KERALA
690503,Alappuzha,KERALA
690558,Alappuzha,KERALA
682508,Ernakulam,KERALA
683104,Ernakulam,KERALA
682307,Ernakulam,KERALA
682313,Ernakulam,KERALA
670561,Kannur,KERALA
688561,Alappuzha,KERALA
688561,Alappuzha,KERALA
688561,Alappuzha,KERALA
688561,Alappuzha,KERALA
688522,Alappuzha,KERALA
688522,Alappuzha,KERALA
688538,Alappuzha,KERALA
688530,Alappuzha,KERALA
688530,Alappuzha,KERALA
688537,Alappuzha,KERALA
688537,Alappuzha,KERALA
688537,Alappuzha,KERALA
688529,Alappuzha,KERALA
688539,Alappuzha,KERALA
688539,Alappuzha,KERALA
688541,Alappuzha,KERALA
688541,Alappuzha,KERALA
688526,Alappuzha,KERALA
688526,Alappuzha,KERALA
688526,Alappuzha,KERALA
688526,Alappuzha,KERALA
688523,Alappuzha,KERALA
688582,Alappuzha,KERALA
688539,Alappuzha,KERALA
680305,Thrissur,KERALA
680308,Thrissur,KERALA
680732,Thrissur,KERALA
680309,Thrissur,KERALA
680302,Thrissur,KERALA
680699,Thrissur,KERALA
689123,Pathanamthitta,KERALA
685533,Idukki,KERALA
685590,Idukki,KERALA
685505,Idukki,KERALA
685531,Idukki,KERALA
685553,Idukki,KERALA
685613,Idukki,KERALA
685501,Idukki,KERALA
685565,Idukki,KERALA
685533,Idukki,KERALA
685514,Idukki,KERALA
685565,Idukki,KERALA
686561,Kottayam,KERALA
686019,Kottayam,KERALA
686564,Kottayam,KERALA
686605,Kottayam,KERALA
686608,Kottayam,KERALA
686004,Kottayam,KERALA
686578,Kottayam,KERALA
686020,Kottayam,KERALA
686004,Kottayam,KERALA
686633,Kottayam,KERALA
686573,Kottayam,KERALA
686587,Kottayam,KERALA
686563,Kottayam,KERALA
686632,Kottayam,KERALA
686013,Kottayam,KERALA
686017,Kottayam,KERALA
686577,Kottayam,KERALA
686578,Kottayam,KERALA
686611,Kottayam,KERALA
686573,Kottayam,KERALA
686012,Kottayam,KERALA
686573,Kottayam,KERALA
686121,Kottayam,KERALA
686633,Kottayam,KERALA
686004,Kottayam,KERALA
686014,Kottayam,KERALA
686582,Kottayam,KERALA
686011,Kottayam,KERALA
686651,Kottayam,KERALA
686012,Kottayam,KERALA
686636,Kottayam,KERALA
686576,Kottayam,KERALA
686019,Kottayam,KERALA
686020,Kottayam,KERALA
686607,Kottayam,KERALA
686574,Kottayam,KERALA
686587,Kottayam,KERALA
686634,Kottayam,KERALA
670613,Kannur,KERALA
670011,Kannur,KERALA
670005,Kannur,KERALA
670622,Kannur,KERALA
670594,Kannur,KERALA
670601,Kannur,KERALA
670561,Kannur,KERALA
670307,Kannur,KERALA
670142,Kannur,KERALA
670309,Kannur,KERALA
670307,Kannur,KERALA
670307,Kannur,KERALA
670562,Kannur,KERALA
670571,Kannur,KERALA
670571,Kannur,KERALA
670307,Kannur,KERALA
670521,Kannur,KERALA
670502,Kannur,KERALA
670307,Kannur,KERALA
670353,Kannur,KERALA
670353,Kannur,KERALA
670308,Kannur,KERALA
670307,Kannur,KERALA
671310,Kasargod,KERALA
671310,Kasargod,KERALA
671311,Kasargod,KERALA
671310,Kasargod,KERALA
671316,Kasargod,KERALA
671314,Kasargod,KERALA
671314,Kasargod,KERALA
691525,Pathanamthitta,KERALA
691555,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
690521,Kollam,KERALA
689502,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
690522,Kollam,KERALA
691551,Pathanamthitta,KERALA
689625,Pathanamthitta,KERALA
691526,Pathanamthitta,KERALA
691554,Pathanamthitta,KERALA
690521,Kollam,KERALA
689662,Pathanamthitta,KERALA
689648,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689673,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689647,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689674,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689676,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689648,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
691306,Kollam,KERALA
691309,Kollam,KERALA
691508,Kollam,KERALA
691312,Kollam,KERALA
691310,Kollam,KERALA
691306,Kollam,KERALA
691533,Kollam,KERALA
691333,Kollam,KERALA
691306,Kollam,KERALA
691306,Kollam,KERALA
691333,Kollam,KERALA
691322,Kollam,KERALA
689695,Kollam,KERALA
689696,Kollam,KERALA
691508,Kollam,KERALA
691333,Kollam,KERALA
673521,Kozhikode,KERALA
673613,Kozhikode,KERALA
673631,Kozhikode,KERALA
673586,Kozhikode,KERALA
673585,Kozhikode,KERALA
673611,Kozhikode,KERALA
673572,Kozhikode,KERALA
673019,Kozhikode,KERALA
673019,Kozhikode,KERALA
673008,Kozhikode,KERALA
673007,Kozhikode,KERALA
673575,Wayanad,KERALA
673577,Wayanad,KERALA
680666,Thrissur,KERALA
680561,Thrissur,KERALA
680662,Thrissur,KERALA
680688,Thrissur,KERALA
680123,Thrissur,KERALA
671317,Kasargod,KERALA
671543,Kasargod,KERALA
671541,Kasargod,KERALA
686501,Kottayam,KERALA
686541,Kottayam,KERALA
686502,Kottayam,KERALA
686532,Kottayam,KERALA
686535,Kottayam,KERALA
686536,Kottayam,KERALA
686514,Kottayam,KERALA
670642,Kannur,KERALA
670649,Kannur,KERALA
670674,Kannur,KERALA
670671,Kannur,KERALA
670672,Kannur,KERALA
670105,Kannur,KERALA
670645,Wayanad,KERALA
688012,Alappuzha,KERALA
688001,Alappuzha,KERALA
688011,Alappuzha,KERALA
688011,Alappuzha,KERALA
688005,Alappuzha,KERALA
688011,Alappuzha,KERALA
688007,Alappuzha,KERALA
688561,Alappuzha,KERALA
688006,Alappuzha,KERALA
688505,Alappuzha,KERALA
688501,Alappuzha,KERALA
688522,Alappuzha,KERALA
688506,Alappuzha,KERALA
688538,Alappuzha,KERALA
688502,Alappuzha,KERALA
688503,Alappuzha,KERALA
688521,Alappuzha,KERALA
688009,Alappuzha,KERALA
688504,Alappuzha,KERALA
688004,Alappuzha,KERALA
688525,Alappuzha,KERALA
688541,Alappuzha,KERALA
688531,Alappuzha,KERALA
688570,Alappuzha,KERALA
688526,Alappuzha,KERALA
688523,Alappuzha,KERALA
688582,Alappuzha,KERALA
688527,Alappuzha,KERALA
688540,Alappuzha,KERALA
688532,Alappuzha,KERALA
688528,Alappuzha,KERALA
688555,Alappuzha,KERALA
688536,Alappuzha,KERALA
688014,Alappuzha,KERALA
688003,Alappuzha,KERALA
688562,Alappuzha,KERALA
688013,Alappuzha,KERALA
688002,Alappuzha,KERALA
688013,Alappuzha,KERALA
688008,Alappuzha,KERALA
688535,Alappuzha,KERALA
688534,Alappuzha,KERALA
688530,Alappuzha,KERALA
688524,Alappuzha,KERALA
688537,Alappuzha,KERALA
688529,Alappuzha,KERALA
688533,Alappuzha,KERALA
688539,Alappuzha,KERALA
682316,Ernakulam,KERALA
686692,Ernakulam,KERALA
683556,Ernakulam,KERALA
683546,Ernakulam,KERALA
683511,Ernakulam,KERALA
683101,Ernakulam,KERALA
683112,Ernakulam,KERALA
683101,Ernakulam,KERALA
683572,Ernakulam,KERALA
683573,Ernakulam,KERALA
683585,Ernakulam,KERALA
683502,Ernakulam,KERALA
683512,Ernakulam,KERALA
683578,Ernakulam,KERALA
683514,Ernakulam,KERALA
683571,Ernakulam,KERALA
683561,Ernakulam,KERALA
683519,Ernakulam,KERALA
683574,Ernakulam,KERALA
683575,Ernakulam,KERALA
683576,Ernakulam,KERALA
683562,Ernakulam,KERALA
683111,Ernakulam,KERALA
683518,Ernakulam,KERALA
683565,Ernakulam,KERALA
683579,Ernakulam,KERALA
683587,Ernakulam,KERALA
686669,Ernakulam,KERALA
686673,Ernakulam,KERALA
686667,Ernakulam,KERALA
686664,Ernakulam,KERALA
686671,Ernakulam,KERALA
686663,Ernakulam,KERALA
686670,Ernakulam,KERALA
683549,Ernakulam,KERALA
686681,Ernakulam,KERALA
683541,Ernakulam,KERALA
683544,Ernakulam,KERALA
686691,Ernakulam,KERALA
686666,Ernakulam,KERALA
683545,Ernakulam,KERALA
683547,Ernakulam,KERALA
686693,Ernakulam,KERALA
683550,Ernakulam,KERALA
683543,Ernakulam,KERALA
683581,Ernakulam,KERALA
683520,Ernakulam,KERALA
683589,Ernakulam,KERALA
683577,Ernakulam,KERALA
683516,Ernakulam,KERALA
683110,Ernakulam,KERALA
683563,Ernakulam,KERALA
683515,Ernakulam,KERALA
683513,Ernakulam,KERALA
683513,Ernakulam,KERALA
683513,Ernakulam,KERALA
683594,Ernakulam,KERALA
683580,Ernakulam,KERALA
683106,Ernakulam,KERALA
683108,Ernakulam,KERALA
683105,Ernakulam,KERALA
683102,Ernakulam,KERALA
683522,Ernakulam,KERALA
683521,Ernakulam,KERALA
683517,Ernakulam,KERALA
686672,Ernakulam,KERALA
686665,Ernakulam,KERALA
686668,Ernakulam,KERALA
682311,Ernakulam,KERALA
686662,Ernakulam,KERALA
686505,Kottayam,KERALA
686519,Kottayam,KERALA
686504,Kottayam,KERALA
686501,Kottayam,KERALA
686101,Kottayam,KERALA
686106,Kottayam,KERALA
686101,Kottayam,KERALA
686531,Kottayam,KERALA
686541,Kottayam,KERALA
686544,Kottayam,KERALA
686540,Kottayam,KERALA
686104,Kottayam,KERALA
686533,Kottayam,KERALA
686546,Kottayam,KERALA
686543,Kottayam,KERALA
686548,Kottayam,KERALA
686542,Kottayam,KERALA
686545,Kottayam,KERALA
686534,Alappuzha,KERALA
686537,Kottayam,KERALA
686536,Kottayam,KERALA
686102,Kottayam,KERALA
686532,Kottayam,KERALA
686539,Kottayam,KERALA
686105,Kottayam,KERALA
686535,Kottayam,KERALA
686538,Kottayam,KERALA
686103,Kottayam,KERALA
686503,Kottayam,KERALA
686517,Kottayam,KERALA
686585,Kottayam,KERALA
686520,Kottayam,KERALA
686555,Kottayam,KERALA
686509,Kottayam,KERALA
686508,Kottayam,KERALA
686522,Kottayam,KERALA
686514,Kottayam,KERALA
686518,Kottayam,KERALA
686511,Pathanamthitta,KERALA
686510,Kottayam,KERALA
686513,Kottayam,KERALA
686502,Kottayam,KERALA
686521,Kottayam,KERALA
686512,Kottayam,KERALA
686506,Kottayam,KERALA
686515,Kottayam,KERALA
682501,Ernakulam,KERALA
682004,Ernakulam,KERALA
682502,Ernakulam,KERALA
682503,Ernakulam,KERALA
682007,Ernakulam,KERALA
682002,Ernakulam,KERALA
682002,Ernakulam,KERALA
682029,Ernakulam,KERALA
682507,Ernakulam,KERALA
682505,Ernakulam,KERALA
682509,Ernakulam,KERALA
682009,Ernakulam,KERALA
682508,Ernakulam,KERALA
682006,Ernakulam,KERALA
682005,Ernakulam,KERALA
682003,Ernakulam,KERALA
682303,Ernakulam,KERALA
682313,Ernakulam,KERALA
682037,Ernakulam,KERALA
682033,Ernakulam,KERALA
682034,Ernakulam,KERALA
682035,Ernakulam,KERALA
682027,Ernakulam,KERALA
682024,Ernakulam,KERALA
682018,Ernakulam,KERALA
682031,Ernakulam,KERALA
682306,Ernakulam,KERALA
682016,Ernakulam,KERALA
682022,Ernakulam,KERALA
682309,Ernakulam,KERALA
682020,Ernakulam,KERALA
682017,Ernakulam,KERALA
682030,Ernakulam,KERALA
683104,Ernakulam,KERALA
682315,Ernakulam,KERALA
682504,Ernakulam,KERALA
682314,Ernakulam,KERALA
682012,Ernakulam,KERALA
682025,Ernakulam,KERALA
682506,Ernakulam,KERALA
682038,Ernakulam,KERALA
682308,Ernakulam,KERALA
682039,Ernakulam,KERALA
682031,Ernakulam,KERALA
682305,Ernakulam,KERALA
682301,Ernakulam,KERALA
682301,Ernakulam,KERALA
682032,Ernakulam,KERALA
682028,Ernakulam,KERALA
682036,Ernakulam,KERALA
682013,Ernakulam,KERALA
682008,Ernakulam,KERALA
682511,Ernakulam,KERALA
682302,Ernakulam,KERALA
682312,Ernakulam,KERALA
682026,Ernakulam,KERALA
682015,Ernakulam,KERALA
682021,Ernakulam,KERALA
682304,Ernakulam,KERALA
682307,Ernakulam,KERALA
683501,Ernakulam,KERALA
682023,Ernakulam,KERALA
682310,Ernakulam,KERALA
682002,Ernakulam,KERALA
683503,Ernakulam,KERALA
682019,Ernakulam,KERALA
680303,Thrissur,KERALA
680317,Thrissur,KERALA
680733,Thrissur,KERALA
680305,Thrissur,KERALA
680722,Thrissur,KERALA
680699,Thrissur,KERALA
680724,Thrissur,KERALA
680688,Thrissur,KERALA
680687,Thrissur,KERALA
680561,Thrissur,KERALA
680568,Thrissur,KERALA
680122,Thrissur,KERALA
680703,Thrissur,KERALA
680671,Thrissur,KERALA
680666,Thrissur,KERALA
680125,Thrissur,KERALA
680681,Thrissur,KERALA
680683,Thrissur,KERALA
680670,Thrissur,KERALA
680711,Thrissur,KERALA
680702,Thrissur,KERALA
680571,Thrissur,KERALA
680664,Thrissur,KERALA
680123,Thrissur,KERALA
680691,Thrissur,KERALA
680668,Thrissur,KERALA
680667,Thrissur,KERALA
680712,Thrissur,KERALA
680685,Thrissur,KERALA
680669,Thrissur,KERALA
680661,Thrissur,KERALA
680566,Thrissur,KERALA
680665,Thrissur,KERALA
680564,Thrissur,KERALA
680565,Thrissur,KERALA
680686,Thrissur,KERALA
680663,Thrissur,KERALA
680682,Thrissur,KERALA
680701,Thrissur,KERALA
680697,Thrissur,KERALA
680562,Thrissur,KERALA
680570,Thrissur,KERALA
680567,Thrissur,KERALA
680662,Thrissur,KERALA
680302,Thrissur,KERALA
680741,Thrissur,KERALA
680731,Thrissur,KERALA
680312,Thrissur,KERALA
680309,Thrissur,KERALA
680684,Thrissur,KERALA
680308,Thrissur,KERALA
680734,Thrissur,KERALA
680732,Thrissur,KERALA
680311,Thrissur,KERALA
680304,Thrissur,KERALA
680310,Thrissur,KERALA
680721,Thrissur,KERALA
680689,Thrissur,KERALA
680301,Thrissur,KERALA
670008,Kannur,KERALA
670612,Kannur,KERALA
670009,Kannur,KERALA
670013,Kannur,KERALA
670014,Kannur,KERALA
670301,Kannur,KERALA
670011,Kannur,KERALA
670006,Kannur,KERALA
670002,Kannur,KERALA
670591,Kannur,KERALA
670595,Kannur,KERALA
670593,Kannur,KERALA
670621,Kannur,KERALA
670005,Kannur,KERALA
670604,Kannur,KERALA
670003,Kannur,KERALA
670017,Kannur,KERALA
670001,Kannur,KERALA
670012,Kannur,KERALA
670592,Kannur,KERALA
670304,Kannur,KERALA
670611,Kannur,KERALA
670501,Kannur,KERALA
670302,Kannur,KERALA
670325,Kannur,KERALA
670602,Kannur,KERALA
670331,Kannur,KERALA
670613,Kannur,KERALA
670622,Kannur,KERALA
670004,Kannur,KERALA
670561,Kannur,KERALA
670303,Kannur,KERALA
670358,Kannur,KERALA
670001,Kannur,KERALA
670002,Kannur,KERALA
670018,Kannur,KERALA
670007,Kannur,KERALA
670010,Kannur,KERALA
670594,Kannur,KERALA
670305,Kannur,KERALA
670571,Kannur,KERALA
670632,Kannur,KERALA
670581,Kannur,KERALA
670511,Kannur,KERALA
670327,Kannur,KERALA
670334,Kannur,KERALA
670562,Kannur,KERALA
670567,Kannur,KERALA
670142,Kannur,KERALA
670521,Kannur,KERALA
670307,Kannur,KERALA
670309,Kannur,KERALA
670306,Kannur,KERALA
670582,Kannur,KERALA
670563,Kannur,KERALA
670502,Kannur,KERALA
670503,Kannur,KERALA
670143,Kannur,KERALA
670307,Kannur,KERALA
670633,Kannur,KERALA
670308,Kannur,KERALA
670631,Kannur,KERALA
671541,Kasargod,KERALA
671317,Kasargod,KERALA
671121,Kasargod,KERALA
671124,Kasargod,KERALA
671321,Kasargod,KERALA
671324,Kasargod,KERALA
671323,Kasargod,KERALA
671542,Kasargod,KERALA
671543,Kasargod,KERALA
671348,Kasargod,KERALA
671551,Kasargod,KERALA
671552,Kasargod,KERALA
671122,Kasargod,KERALA
671322,Kasargod,KERALA
671123,Kasargod,KERALA
671531,Kasargod,KERALA
671318,Kasargod,KERALA
671313,Kasargod,KERALA
671326,Kasargod,KERALA
671311,Kasargod,KERALA
671314,Kasargod,KERALA
671312,Kasargod,KERALA
671316,Kasargod,KERALA
671533,Kasargod,KERALA
671532,Kasargod,KERALA
671351,Kasargod,KERALA
671310,Kasargod,KERALA
671319,Kasargod,KERALA
686021,Kottayam,KERALA
686637,Kottayam,KERALA
686009,Kottayam,KERALA
686011,Kottayam,KERALA
686560,Kottayam,KERALA
686005,Kottayam,KERALA
686001,Kottayam,KERALA
686010,Kottayam,KERALA
686651,Kottayam,KERALA
686574,Kottayam,KERALA
686122,Kottayam,KERALA
686578,Kottayam,KERALA
686584,Kottayam,KERALA
686121,Kottayam,KERALA
686562,Kottayam,KERALA
686564,Kottayam,KERALA
686015,Kottayam,KERALA
686022,Kottayam,KERALA
686631,Kottayam,KERALA
686573,Kottayam,KERALA
686576,Kottayam,KERALA
686580,Kottayam,KERALA
686123,Kottayam,KERALA
686604,Kottayam,KERALA
686611,Kottayam,KERALA
686144,Kottayam,KERALA
686608,Kottayam,KERALA
686633,Kottayam,KERALA
686603,Kottayam,KERALA
686635,Kottayam,KERALA
686609,Kottayam,KERALA
686636,Kottayam,KERALA
686613,Kottayam,KERALA
686616,Kottayam,KERALA
686612,Kottayam,KERALA
686634,Kottayam,KERALA
686610,Kottayam,KERALA
686607,Kottayam,KERALA
686605,Kottayam,KERALA
686606,Kottayam,KERALA
686631,Kottayam,KERALA
686008,Kottayam,KERALA
686602,Kottayam,KERALA
686632,Kottayam,KERALA
686020,Kottayam,KERALA
686002,Kottayam,KERALA
686001,Kottayam,KERALA
686003,Kottayam,KERALA
686017,Kottayam,KERALA
686563,Kottayam,KERALA
686016,Kottayam,KERALA
686041,Kottayam,KERALA
686019,Kottayam,KERALA
686018,Kottayam,KERALA
686561,Kottayam,KERALA
686516,Kottayam,KERALA
686004,Kottayam,KERALA
686013,Kottayam,KERALA
686006,Kottayam,KERALA
686601,Kottayam,KERALA
686014,Kottayam,KERALA
686012,Kottayam,KERALA
686007,Kottayam,KERALA
686653,Kottayam,KERALA
686572,Kottayam,KERALA
686583,Kottayam,KERALA
686571,Kottayam,KERALA
686652,Kottayam,KERALA
686586,Kottayam,KERALA
686575,Kottayam,KERALA
686575,Kottayam,KERALA
686579,Kottayam,KERALA
686581,Kottayam,KERALA
686582,Kottayam,KERALA
686577,Kottayam,KERALA
686143,Kottayam,KERALA
686587,Kottayam,KERALA
673639,Malappuram,KERALA
673635,Malappuram,KERALA
673645,Malappuram,KERALA
679334,Malappuram,KERALA
679331,Malappuram,KERALA
676541,Malappuram,KERALA
676525,Malappuram,KERALA
676123,Malappuram,KERALA
676523,Malappuram,KERALA
676542,Malappuram,KERALA
679333,Malappuram,KERALA
676121,Malappuram,KERALA
679329,Malappuram,KERALA
679330,Malappuram,KERALA
679332,Malappuram,KERALA
673637,Malappuram,KERALA
673636,Malappuram,KERALA
679327,Malappuram,KERALA
679339,Malappuram,KERALA
673640,Malappuram,KERALA
679328,Malappuram,KERALA
679321,Malappuram,KERALA
679357,Malappuram,KERALA
676519,Malappuram,KERALA
676504,Malappuram,KERALA
679338,Malappuram,KERALA
676506,Malappuram,KERALA
676507,Malappuram,KERALA
676505,Malappuram,KERALA
679324,Malappuram,KERALA
679326,Malappuram,KERALA
673642,Malappuram,KERALA
676509,Malappuram,KERALA
676517,Malappuram,KERALA
679340,Malappuram,KERALA
679325,Malappuram,KERALA
679322,Malappuram,KERALA
679323,Malappuram,KERALA
690105,Alappuzha,KERALA
690106,Alappuzha,KERALA
689624,Alappuzha,KERALA
690110,Alappuzha,KERALA
689504,Alappuzha,KERALA
689508,Alappuzha,KERALA
690509,Alappuzha,KERALA
689521,Alappuzha,KERALA
689512,Alappuzha,KERALA
690108,Alappuzha,KERALA
689623,Alappuzha,KERALA
690558,Alappuzha,KERALA
689622,Alappuzha,KERALA
690101,Alappuzha,KERALA
690101,Alappuzha,KERALA
689627,Alappuzha,KERALA
689505,Alappuzha,KERALA
690510,Alappuzha,KERALA
689520,Alappuzha,KERALA
690103,Alappuzha,KERALA
690102,Alappuzha,KERALA
690107,Alappuzha,KERALA
689509,Alappuzha,KERALA
690505,Alappuzha,KERALA
690507,Alappuzha,KERALA
690532,Alappuzha,KERALA
690534,Alappuzha,KERALA
690514,Alappuzha,KERALA
690535,Alappuzha,KERALA
690572,Alappuzha,KERALA
690516,Alappuzha,KERALA
690517,Alappuzha,KERALA
690502,Alappuzha,KERALA
690508,Alappuzha,KERALA
690533,Alappuzha,KERALA
690548,Alappuzha,KERALA
690506,Alappuzha,KERALA
690511,Alappuzha,KERALA
690513,Alappuzha,KERALA
690504,Alappuzha,KERALA
690571,Alappuzha,KERALA
690529,Alappuzha,KERALA
690503,Alappuzha,KERALA
690512,Alappuzha,KERALA
690559,Alappuzha,KERALA
690537,Alappuzha,KERALA
690527,Alappuzha,KERALA
690530,Alappuzha,KERALA
690515,Alappuzha,KERALA
690501,Alappuzha,KERALA
690104,Alappuzha,KERALA
678641,Palakkad,KERALA
678631,Palakkad,KERALA
678732,Palakkad,KERALA
678651,Palakkad,KERALA
678613,Palakkad,KERALA
678013,Palakkad,KERALA
678001,Palakkad,KERALA
678001,Palakkad,KERALA
678701,Palakkad,KERALA
678623,Palakkad,KERALA
678501,Palakkad,KERALA
678551,Palakkad,KERALA
678555,Palakkad,KERALA
678556,Palakkad,KERALA
678553,Palakkad,KERALA
678554,Palakkad,KERALA
678014,Palakkad,KERALA
678532,Palakkad,KERALA
678102,Palakkad,KERALA
678001,Palakkad,KERALA
678531,Palakkad,KERALA
678503,Palakkad,KERALA
678594,Palakkad,KERALA
678006,Palakkad,KERALA
678592,Palakkad,KERALA
678612,Palakkad,KERALA
678661,Palakkad,KERALA
678008,Palakkad,KERALA
678731,Palakkad,KERALA
678012,Palakkad,KERALA
678007,Palakkad,KERALA
678101,Palakkad,KERALA
678104,Palakkad,KERALA
678502,Palakkad,KERALA
678512,Palakkad,KERALA
678621,Palakkad,KERALA
678682,Palakkad,KERALA
678702,Palakkad,KERALA
678546,Palakkad,KERALA
678684,Palakkad,KERALA
678506,Palakkad,KERALA
678572,Palakkad,KERALA
678681,Palakkad,KERALA
678721,Palakkad,KERALA
678685,Palakkad,KERALA
678571,Palakkad,KERALA
678703,Palakkad,KERALA
678705,Palakkad,KERALA
678507,Palakkad,KERALA
678508,Palakkad,KERALA
678544,Palakkad,KERALA
678505,Palakkad,KERALA
678688,Palakkad,KERALA
678573,Palakkad,KERALA
678574,Palakkad,KERALA
678542,Palakkad,KERALA
678722,Palakkad,KERALA
678683,Palakkad,KERALA
678504,Palakkad,KERALA
678510,Palakkad,KERALA
678686,Palakkad,KERALA
678005,Palakkad,KERALA
678003,Palakkad,KERALA
678611,Palakkad,KERALA
678009,Palakkad,KERALA
678102,Palakkad,KERALA
678103,Palakkad,KERALA
678671,Palakkad,KERALA
678534,Palakkad,KERALA
678624,Palakkad,KERALA
678533,Palakkad,KERALA
678622,Palakkad,KERALA
678010,Palakkad,KERALA
678004,Palakkad,KERALA
678543,Palakkad,KERALA
678552,Palakkad,KERALA
678687,Palakkad,KERALA
678704,Palakkad,KERALA
678545,Palakkad,KERALA
678706,Palakkad,KERALA
678557,Palakkad,KERALA
678642,Palakkad,KERALA
691551,Pathanamthitta,KERALA
691530,Pathanamthitta,KERALA
691556,Pathanamthitta,KERALA
689501,Pathanamthitta,KERALA
691554,Pathanamthitta,KERALA
691522,Kollam,KERALA
690520,Kollam,KERALA
690521,Kollam,KERALA
690522,Kollam,KERALA
690561,Kollam,KERALA
691525,Pathanamthitta,KERALA
691310,Kollam,KERALA
689695,Kollam,KERALA
689696,Kollam,KERALA
691308,Kollam,KERALA
691307,Kollam,KERALA
691312,Kollam,KERALA
691309,Kollam,KERALA
691508,Kollam,KERALA
691311,Kollam,KERALA
689501,Pathanamthitta,KERALA
689645,Pathanamthitta,KERALA
689653,Pathanamthitta,KERALA
689650,Pathanamthitta,KERALA
691331,Kollam,KERALA
691332,Kollam,KERALA
689671,Pathanamthitta,KERALA
691333,Kollam,KERALA
689641,Pathanamthitta,KERALA
689695,Kollam,KERALA
689677,Pathanamthitta,KERALA
689663,Pathanamthitta,KERALA
689668,Pathanamthitta,KERALA
689675,Pathanamthitta,KERALA
689514,Pathanamthitta,KERALA
689641,Pathanamthitta,KERALA
689654,Pathanamthitta,KERALA
689661,Pathanamthitta,KERALA
689644,Pathanamthitta,KERALA
689676,Pathanamthitta,KERALA
689664,Pathanamthitta,KERALA
689642,Pathanamthitta,KERALA
689652,Pathanamthitta,KERALA
689672,Pathanamthitta,KERALA
689673,Pathanamthitta,KERALA
689711,Pathanamthitta,KERALA
689667,Pathanamthitta,KERALA
689662,Pathanamthitta,KERALA
689666,Pathanamthitta,KERALA
689643,Pathanamthitta,KERALA
689625,Pathanamthitta,KERALA
689649,Pathanamthitta,KERALA
689648,Pathanamthitta,KERALA
689691,Pathanamthitta,KERALA
689503,Pathanamthitta,KERALA
689646,Pathanamthitta,KERALA
689507,Pathanamthitta,KERALA
689678,Pathanamthitta,KERALA
689513,Pathanamthitta,KERALA
689647,Pathanamthitta,KERALA
689692,Pathanamthitta,KERALA
689699,Pathanamthitta,KERALA
689698,Pathanamthitta,KERALA
689656,Pathanamthitta,KERALA
689674,Pathanamthitta,KERALA
691524,Pathanamthitta,KERALA
691526,Pathanamthitta,KERALA
691552,Pathanamthitta,KERALA
689502,Pathanamthitta,KERALA
691306,Kollam,KERALA
691533,Kollam,KERALA
691322,Kollam,KERALA
691553,Pathanamthitta,KERALA
689694,Pathanamthitta,KERALA
691555,Pathanamthitta,KERALA
689693,Pathanamthitta,KERALA
690540,Kollam,KERALA
670641,Kannur,KERALA
670642,Kannur,KERALA
670701,Kannur,KERALA
670703,Kannur,KERALA
673316,Kannur,KERALA
670106,Kannur,KERALA
670650,Kannur,KERALA
670673,Kannur,KERALA
670662,Kannur,KERALA
670741,Kannur,KERALA
670101,Kannur,KERALA
670651,Kannur,KERALA
670663,Kannur,KERALA
673313,Kannur,KERALA
673311,Kannur,KERALA
670107,Kannur,KERALA
670643,Kannur,KERALA
670691,Kannur,KERALA
670676,Kannur,KERALA
670704,Kannur,KERALA
670646,Wayanad,KERALA
670705,Kannur,KERALA
670675,Kannur,KERALA
670645,Wayanad,KERALA
670644,Wayanad,KERALA
670693,Kannur,KERALA
670103,Kannur,KERALA
670661,Kannur,KERALA
673312,Kannur,KERALA
670674,Kannur,KERALA
670102,Kannur,KERALA
670672,Kannur,KERALA
670104,Kannur,KERALA
670706,Kannur,KERALA
670702,Kannur,KERALA
670649,Kannur,KERALA
670694,Kannur,KERALA
670692,Kannur,KERALA
670105,Kannur,KERALA
670671,Kannur,KERALA
670102,Kannur,KERALA
670101,Kannur,KERALA
670731,Wayanad,KERALA
670721,Wayanad,KERALA
680518,Thrissur,KERALA
679564,Thrissur,KERALA
680102,Thrissur,KERALA
680521,Thrissur,KERALA
680511,Thrissur,KERALA
680502,Thrissur,KERALA
680515,Thrissur,KERALA
680101,Thrissur,KERALA
680101,Thrissur,KERALA
680514,Thrissur,KERALA
680543,Thrissur,KERALA
680517,Thrissur,KERALA
680519,Thrissur,KERALA
